PARAMETERS,STATUS,SCORE,NETPROFITAMOUNT,NETPROFITPERCENT,MAXDRAWDOWNAMOUNT,MAXDRAWDOWNPERCENT,CLOSEDTRADES,PERCENTPROFITABLE,PROFITFACTOR,AVERAGETRADEAMOUNT,AVERAGETRADEPERCENT,AVGERAGEBARSINTRADES,SHARPERATIO,SORTINORATIO,EXPOSUREPERCENT,RETURNVSBUYHOLDPCTPOINTS,LOOKBACK DAYS,VOLATILITY MULTIPLIER ENTER,VOLATILITY MULTIPLIER EXIT,TARGET DAILY VOLATILITY,EXIT MODE,STOPLOSS LADDER STEP0,STOPLOSS LADDER STEP1,STOPLOSS LADDER RATIO0,TAKEPROFIT LADDER STEP0,ITERATION,SKIPREASON
"5, 0.5, 0.25, 0.005, vwap, -0.02, -0.023, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.25,0.005,vwap,-0.02,-0.023,0.9,0.03,84,
"5, 0.5, 0.3, 0.005, vwap, -0.02, -0.022, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.3,0.005,vwap,-0.02,-0.022,0.9,0.03,85,
"5, 0.5, 0.25, 0.005, vwap, -0.02, -0.021, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.25,0.005,vwap,-0.02,-0.021,0.9,0.03,86,
"5, 0.5, 0.2, 0.005, vwap, -0.02, -0.023, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.2,0.005,vwap,-0.02,-0.023,0.9,0.03,87,
"5, 0.5, 0.3, 0.005, vwap, -0.02, -0.022, 0.9, 0.005",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.3,0.005,vwap,-0.02,-0.022,0.9,0.005,88,
"5, 0.5, 0.25, 0.005, vwap, -0.02, -0.021, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.25,0.005,vwap,-0.02,-0.021,0.9,0.03,89,
"5, 0.5, 0.2, 0.005, vwap, -0.02, -0.024, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.2,0.005,vwap,-0.02,-0.024,0.9,0.03,90,
"5, 0.5, 0.3, 0.005, vwap, -0.02, -0.025, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.3,0.005,vwap,-0.02,-0.025,0.9,0.03,91,
"5, 0.5, 0.25, 0.005, vwap, -0.02, -0.022, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.25,0.005,vwap,-0.02,-0.022,0.9,0.03,92,
"5, 0.5, 0.25, 0.005, vwap, -0.02, -0.023, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.25,0.005,vwap,-0.02,-0.023,0.9,0.03,93,
"5, 0.5, 0.25, 0.005, vwap, -0.02, -0.021, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.25,0.005,vwap,-0.02,-0.021,0.9,0.03,94,
"5, 0.5, 0.25, 0.005, vwap, -0.02, -0.022, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.25,0.005,vwap,-0.02,-0.022,0.9,0.03,95,
"5, 0.5, 0.25, 0.005, vwap, -0.02, -0.024, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.25,0.005,vwap,-0.02,-0.024,0.9,0.03,96,
"5, 0.5, 0.3, 0.005, vwap, -0.02, -0.023, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.3,0.005,vwap,-0.02,-0.023,0.9,0.03,97,
"5, 0.5, 0.2, 0.005, vwap, -0.02, -0.022, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.2,0.005,vwap,-0.02,-0.022,0.9,0.03,98,
"5, 0.5, 0.25, 0.005, vwap, -0.002, -0.005, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.25,0.005,vwap,-0.002,-0.005,0.9,0.03,99,
"5, 0.5, 0.2, 0.005, vwap, -0.02, -0.022, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.2,0.005,vwap,-0.02,-0.022,0.9,0.03,100,
"5, 0.5, 0.3, 0.005, vwap, -0.02, -0.023, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.3,0.005,vwap,-0.02,-0.023,0.9,0.03,101,
"5, 0.5, 0.25, 0.005, vwap, -0.02, -0.022, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.25,0.005,vwap,-0.02,-0.022,0.9,0.03,102,
"5, 0.5, 0.25, 0.005, vwap, -0.02, -0.022, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.25,0.005,vwap,-0.02,-0.022,0.9,0.03,103,
"5, 0.5, 0.25, 0.005, vwap, -0.02, -0.021, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.25,0.005,vwap,-0.02,-0.021,0.9,0.03,104,
"5, 0.5, 0.25, 0.005, vwap, -0.02, -0.024, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.25,0.005,vwap,-0.02,-0.024,0.9,0.03,105,
"5, 0.5, 0.25, 0.005, vwap, -0.02, -0.022, 0.1, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.25,0.005,vwap,-0.02,-0.022,0.1,0.03,106,
"5, 0.5, 0.2, 0.005, vwap, -0.02, -0.023, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.2,0.005,vwap,-0.02,-0.023,0.9,0.03,107,
"5, 0.5, 0.3, 0.005, vwap, -0.02, -0.021, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.3,0.005,vwap,-0.02,-0.021,0.9,0.03,108,
"5, 0.5, 0.25, 0.005, vwap, -0.02, -0.026, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.25,0.005,vwap,-0.02,-0.026,0.9,0.03,109,
"5, 0.5, 0.2, 0.005, ladder, -0.02, -0.023, 0.9, 0.03",COMPLETED,1.2631,+65.26,+6.53%,35.06,3.26%,9,66.67%,3.469,+7.25,+0.73%,39.33,1.263,0.259,95.87%,+32.80,5,0.5,0.2,0.005,ladder,-0.02,-0.023,0.9,0.03,110,
"5, 0.5, 0.25, 0.005, vwap, -0.02, -0.021, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.25,0.005,vwap,-0.02,-0.021,0.9,0.03,111,
"5, 0.5, 0.25, 0.005, vwap, -0.02, -0.023, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.25,0.005,vwap,-0.02,-0.023,0.9,0.03,112,
"5, 0.5, 0.25, 0.005, vwap, -0.02, -0.022, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.25,0.005,vwap,-0.02,-0.022,0.9,0.03,113,
"5, 0.5, 0.25, 0.005, vwap, -0.02, -0.022, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.25,0.005,vwap,-0.02,-0.022,0.9,0.03,114,
"5, 0.5, 0.25, 0.005, vwap, -0.02, -0.024, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.25,0.005,vwap,-0.02,-0.024,0.9,0.03,115,
"5, 0.5, 0.25, 0.005, vwap, -0.02, -0.023, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.25,0.005,vwap,-0.02,-0.023,0.9,0.03,116,
"5, 0.5, 0.3, 0.005, time_only, -0.02, -0.021, 0.9, 0.03",COMPLETED,-0.4869,-395.87,-39.59%,682.01,62.26%,182,59.34%,0.779,-2.18,-0.22%,55.93,-0.487,-0.365,52.14%,-13.31,5,0.5,0.3,0.005,time_only,-0.02,-0.021,0.9,0.03,117,
"5, 0.5, 0.25, 0.005, vwap, -0.02, -0.022, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.25,0.005,vwap,-0.02,-0.022,0.9,0.03,118,
"5, 3, 1.5, 0.005, vwap, -0.02, -0.023, 0.9, 0.03",COMPLETED,1.7994,+68.74,+6.87%,15.93,1.49%,5,60.00%,47.193,+13.75,+1.37%,11.20,1.799,0.174,0.29%,+33.15,5,3,1.5,0.005,vwap,-0.02,-0.023,0.9,0.03,119,
"5, 0.5, 0.2, 0.005, vwap, -0.02, -0.025, 0.9, 0.005",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.2,0.005,vwap,-0.02,-0.025,0.9,0.005,120,
"5, 0.5, 0.25, 0.005, vwap, -0.02, -0.021, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.25,0.005,vwap,-0.02,-0.021,0.9,0.03,121,
"5, 0.5, 0.25, 0.005, vwap, -0.02, -0.021, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.25,0.005,vwap,-0.02,-0.021,0.9,0.03,122,
"5, 0.5, 0.25, 0.005, vwap, -0.02, -0.022, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.25,0.005,vwap,-0.02,-0.022,0.9,0.03,123,
"5, 0.5, 0.25, 0.005, vwap, -0.02, -0.022, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.25,0.005,vwap,-0.02,-0.022,0.9,0.03,124,
"5, 0.5, 0.25, 0.005, vwap, -0.02, -0.021, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.25,0.005,vwap,-0.02,-0.021,0.9,0.03,125,
"5, 0.5, 0.3, 0.005, vwap, -0.02, -0.024, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.3,0.005,vwap,-0.02,-0.024,0.9,0.03,126,
"5, 0.5, 0.25, 0.005, vwap, -0.02, -0.023, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.25,0.005,vwap,-0.02,-0.023,0.9,0.03,127,
"5, 0.5, 0.2, 0.005, vwap, -0.02, -0.021, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.2,0.005,vwap,-0.02,-0.021,0.9,0.03,128,
"5, 0.5, 0.25, 0.005, vwap, -0.02, -0.022, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.25,0.005,vwap,-0.02,-0.022,0.9,0.03,129,
"5, 0.5, 0.3, 0.005, ladder, -0.02, -0.023, 0.9, 0.03",COMPLETED,1.2631,+65.26,+6.53%,35.06,3.26%,9,66.67%,3.469,+7.25,+0.73%,39.33,1.263,0.259,95.87%,+32.80,5,0.5,0.3,0.005,ladder,-0.02,-0.023,0.9,0.03,130,
"5, 0.5, 0.2, 0.005, vwap, -0.02, -0.021, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.2,0.005,vwap,-0.02,-0.021,0.9,0.03,131,
"5, 0.5, 0.25, 0.005, vwap, -0.02, -0.021, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.25,0.005,vwap,-0.02,-0.021,0.9,0.03,132,
"5, 0.5, 0.25, 0.005, vwap, -0.02, -0.022, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.25,0.005,vwap,-0.02,-0.022,0.9,0.03,133,
"5, 0.5, 0.25, 0.005, vwap, -0.02, -0.022, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.25,0.005,vwap,-0.02,-0.022,0.9,0.03,134,
"5, 0.5, 0.25, 0.005, vwap, -0.02, -0.021, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.25,0.005,vwap,-0.02,-0.021,0.9,0.03,135,
"5, 0.5, 0.25, 0.005, vwap, -0.02, -0.022, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.25,0.005,vwap,-0.02,-0.022,0.9,0.03,136,
"5, 0.5, 0.25, 0.005, time_only, -0.02, -0.021, 0.9, 0.03",COMPLETED,-0.4869,-395.87,-39.59%,682.01,62.26%,182,59.34%,0.779,-2.18,-0.22%,55.93,-0.487,-0.365,52.14%,-13.31,5,0.5,0.25,0.005,time_only,-0.02,-0.021,0.9,0.03,137,
"5, 0.5, 0.25, 0.005, vwap, -0.02, -0.023, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.25,0.005,vwap,-0.02,-0.023,0.9,0.03,138,
"5, 0.5, 0.3, 0.005, vwap, -0.002, -0.005, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.3,0.005,vwap,-0.002,-0.005,0.9,0.03,139,
"5, 0.5, 0.25, 0.005, vwap, -0.02, -0.021, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.25,0.005,vwap,-0.02,-0.021,0.9,0.03,140,
"5, 0.5, 0.25, 0.005, vwap, -0.02, -0.023, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.25,0.005,vwap,-0.02,-0.023,0.9,0.03,141,
"5, 0.5, 0.25, 0.005, vwap, -0.02, -0.022, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.25,0.005,vwap,-0.02,-0.022,0.9,0.03,142,
"5, 0.5, 0.25, 0.005, vwap, -0.02, -0.022, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.25,0.005,vwap,-0.02,-0.022,0.9,0.03,143,
"5, 0.5, 0.25, 0.005, vwap, -0.02, -0.021, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.25,0.005,vwap,-0.02,-0.021,0.9,0.03,144,
"5, 0.5, 0.25, 0.005, vwap, -0.02, -0.022, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.25,0.005,vwap,-0.02,-0.022,0.9,0.03,145,
"5, 0.5, 0.25, 0.005, vwap, -0.02, -0.023, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.25,0.005,vwap,-0.02,-0.023,0.9,0.03,146,
"5, 0.5, 0.3, 0.005, vwap, -0.02, -0.022, 0.1, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.3,0.005,vwap,-0.02,-0.022,0.1,0.03,147,
"5, 0.5, 0.25, 0.005, vwap, -0.02, -0.021, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.25,0.005,vwap,-0.02,-0.021,0.9,0.03,148,
"5, 0.5, 0.25, 0.005, vwap, -0.02, -0.023, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.25,0.005,vwap,-0.02,-0.023,0.9,0.03,149,
"5, 0.5, 0.2, 0.005, vwap, -0.02, -0.022, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.2,0.005,vwap,-0.02,-0.022,0.9,0.03,150,
